pos1,pos2,nbreak_per_haploid_genome,chrom,rilname
2044962,2045669,2,II,QG3294
2121315,2121325,2,II,QG3294
2899131,2900213,2,II,QG3294
11059988,11060052,2,II,QG3294
12360848,12410544,2,II,QG3294
12679892,12680095,2,II,QG3294
12149671,12194849,2,II,QG3295
1404148,1405289,2,II,QG3296
2137296,2137296,2,II,QG3296
1916389,1951385,2,II,QG3297
12159084,12159084,2,II,QG3297
1000026,1017259,2,II,QG3298
11998426,11998426,2,II,QG3300
12682489,12688564,2,II,QG3300
823585,823773,2,II,QG3301
1167089,1167149,2,II,QG3301
2399690,2642394,2,II,QG3301
12313942,12314059,2,II,QG3302
12604402,12707223,2,II,QG3302
756085,756085,2,II,QG3304
1109522,1128998,2,II,QG3304
1491787,1504521,2,II,QG3304
4697004,4697076,2,II,QG3304
8959821,8959824,2,II,QG3304
11875783,11931739,2,II,QG3304
12585995,12603592,2,II,QG3304
1210646,1267476,2,II,QG3305
2111413,2172603,2,II,QG3305
12604402,12707223,2,II,QG3305
12808654,12818421,2,II,QG3305
1344427,1344427,2,II,QG3306
2044962,2045669,2,II,QG3306
2121315,2121325,2,II,QG3306
2156926,2167668,2,II,QG3306
12299150,12300665,2,II,QG3306
12665934,12666296,2,II,QG3306
1262003,1262027,2,II,QG3307
12022493,12031985,2,II,QG3307
12851079,12851079,2,II,QG3307
2326527,2399540,2,II,QG3308
9009224,9009608,2,II,QG3308
11560563,11560643,2,II,QG3308
11719702,11741591,2,II,QG3308
857402,857652,1,II,QG3309
1311995,1316914,1,II,QG3309
2173624,2208439,1,II,QG3309
12572562,12572608,2,II,QG3309
1003608,1012225,2,II,QG3310
2021362,2035392,2,II,QG3310
2139971,2153663,2,II,QG3310
13039619,13039619,2,II,QG3310
13138840,13138923,2,II,QG3310
13153806,13232347,2,II,QG3310
1426610,1426649,2,II,QG3312
1528043,1528043,2,II,QG3312
1916389,1951385,2,II,QG3312
3691137,3773995,2,II,QG3312
2766910,2767890,2,II,QG3314
11618060,11719604,2,II,QG3314
12574459,12574740,2,II,QG3314
12769824,12769824,2,II,QG3314
1030768,1031012,2,II,QG3316
1210646,1267476,2,II,QG3316
1351958,1352593,2,II,QG3316
11362932,11363033,2,II,QG3316
11707888,11707888,2,II,QG3316
12190739,12222036,2,II,QG3316
12362575,12368699,2,II,QG3317
12713104,12713134,2,II,QG3317
1311995,1316014,2,II,QG3319
2900579,2981323,2,II,QG3319
10718329,10718450,2,II,QG3319
11112116,11170211,2,II,QG3319
12565431,12580626,2,II,QG3319
12688564,12688564,2,II,QG3319
13250601,13254107,2,II,QG3320
897878,994130,2,II,QG3321
1062278,1554556,2,II,QG3321
3600948,3601033,2,II,QG3321
1914555,1914555,2,II,QG3322
12236927,12244326,2,II,QG3322
1174318,1230171,2,II,QG3324
1507454,1515660,1,II,QG3324
1605912,1872891,1,II,QG3324
1966697,1972830,2,II,QG3324
1833597,4948917,2,II,QG3327
1253215,1295556,2,II,QG3331
1521221,1525316,2,II,QG3331
12850332,12871960,2,II,QG3331
12945115,12973330,2,II,QG3331
843247,843537,2,II,QG3333
1833597,4948917,2,II,QG3333
11338366,11339049,2,II,QG3333
12228424,12235677,2,II,QG3333
12836411,12865160,2,II,QG3333
13148432,13190280,2,II,QG3333
897878,994130,2,II,QG3334
1953366,1953366,2,II,QG3334
1062278,1554556,2,II,QG3335
1562673,1563606,2,II,QG3335
1645464,1658136,2,II,QG3335
11931754,11971685,2,II,QG3335
12565431,12594121,2,II,QG3335
13079943,13080128,2,II,QG3335
647281,675071,2,II,QG3336
2437948,2438626,2,II,QG3336
12594098,12607441,2,II,QG3336
3816135,3886754,2,II,QG3337
1174318,1230171,1,II,QG3342
1295515,1316914,1,II,QG3342
13153806,13190280,2,II,QG3342
908847,908847,2,II,QG3344
1174318,1230171,2,II,QG3344
3446392,3446392,2,II,QG3344
12808654,12818421,2,II,QG3344
13261656,13284227,2,II,QG3346
12645916,12655588,2,II,QG3347
13016049,13016049,2,II,QG3347
414280,414381,2,II,QG3349
793503,804672,2,II,QG3349
1069578,1073359,2,II,QG3349
1486214,1554556,2,II,QG3349
2126062,2126062,2,II,QG3349
9075067,9075067,2,II,QG3349
11329736,11330397,2,II,QG3349
12362575,12368699,2,II,QG3349
11992040,11993137,2,II,QG3351
12393780,12403545,2,II,QG3351
1916389,1951385,2,II,QG3352
11958176,11971679,2,II,QG3352
12468185,12468187,1,II,QG3352
12787088,12794415,1,II,QG3352
13100883,13100883,1,II,QG3352
13101936,13101952,1,II,QG3352
3259048,3259048,2,II,QG3354
11592579,11593668,2,II,QG3354
12066441,12066441,2,II,QG3354
2212960,2213098,2,II,QG3357
11025466,11025484,2,II,QG3357
11395876,11400857,2,II,QG3357
12974897,13017719,2,II,QG3357
1377680,1377790,2,II,QG3358
2063816,2105048,2,II,QG3358
3416697,3447057,2,II,QG3358
3713646,3735931,2,II,QG3358
12688802,12688802,2,II,QG3358
12887085,12898321,2,II,QG3358
13288822,13312423,2,II,QG3358
1799449,1802502,2,II,QG3362
1819571,1833481,2,II,QG3362
11086980,11088330,1,II,QG3362
11511529,11511529,1,II,QG3362
11747284,11747928,1,II,QG3362
13497590,13520674,2,II,QG3362
865811,866068,2,II,QG3363
957871,957901,1,II,QG3363
958057,958057,1,II,QG3363
1792536,1792536,2,II,QG3363
11266836,11266836,2,II,QG3363
12039174,12039321,1,II,QG3363
12039354,12039354,1,II,QG3363
12729293,12865154,1,II,QG3363
12865673,12871960,1,II,QG3363
13017830,13041538,1,II,QG3363
13041911,13069234,1,II,QG3363
1031146,1031419,2,II,QG3364
2222771,2258218,2,II,QG3364
3919716,3919907,2,II,QG3364
11471971,11472620,2,II,QG3364
11513360,11513665,2,II,QG3364
12644897,12660187,1,II,QG3364
12726853,12726880,1,II,QG3364
904056,904314,2,II,QG3366
2021362,2035392,2,II,QG3366
3436209,3444856,2,II,QG3366
12347003,12348962,2,II,QG3366
13153806,13232347,2,II,QG3366
1272684,1274522,2,II,QG3367
2222771,2258218,2,II,QG3367
1295557,1295557,2,II,QG3370
12074401,12080185,2,II,QG3370
12380970,12380970,2,II,QG3370
9651585,9792671,2,II,QG3371
12353628,12360918,2,II,QG3371
12648232,12648232,2,II,QG3371
12974897,13017719,2,II,QG3371
728089,728121,2,II,QG3372
1973085,2011694,2,II,QG3372
2685812,2687125,2,II,QG3372
882608,882608,2,II,QG3373
1589564,1595421,2,II,QG3373
9840242,9840242,2,II,QG3373
11834194,11835073,2,II,QG3373
12729293,12865160,2,II,QG3373
13431734,13431735,2,II,QG3373
1407252,1407796,2,II,QG3374
1845806,1845817,2,II,QG3374
2385473,2385660,2,II,QG3374
12304291,12304291,2,II,QG3374
1151488,1153241,2,II,QG3377
1973085,2011694,2,II,QG3377
2326527,2399540,2,II,QG3377
6176783,6237423,1,II,QG3377
6238016,6259998,1,II,QG3377
6505828,6505828,2,II,QG3377
11368857,11395662,2,II,QG3377
12080220,12089048,2,II,QG3377
12585995,12603592,1,II,QG3377
12729293,12865160,1,II,QG3377
810864,1004584,2,II,QG3380
2140348,2140348,2,II,QG3380
12076726,12080185,2,II,QG3380
1496140,1496140,2,II,QG3381
1690608,1734651,2,II,QG3381
1951475,1972833,2,II,QG3381
9505831,9505831,2,II,QG3381
12559900,12560947,2,II,QG3381
12677964,12679892,2,II,QG3383
1684104,1734651,2,II,QG3385
11484962,11485021,2,II,QG3385
13192249,13232333,2,II,QG3385
11559892,11562095,2,II,QG3387
12453125,12453140,2,II,QG3387
13353780,13353780,2,II,QG3387
1062278,1554556,2,II,QG3391
1749678,1749678,2,II,QG3391
1973085,2011694,2,II,QG3391
11665966,12849899,2,II,QG3391
13397019,13397019,1,II,QG3391
810864,1004584,2,II,QG3392
1605912,1872891,2,II,QG3392
810864,1004584,2,II,QG3394
11516976,11518659,2,II,QG3394
12565431,12594121,2,II,QG3394
12836411,12865160,2,II,QG3394
13240076,13260300,2,II,QG3394
647281,675071,2,II,QG3395
1914113,1914536,2,II,QG3395
2091906,2111249,2,II,QG3395
12808654,12818421,2,II,QG3395
1004608,1017259,1,II,QG3396
1356837,1356837,1,II,QG3396
1507454,1515660,1,II,QG3396
12393780,12403545,2,II,QG3396
1000183,1017259,1,II,QG3397
1069578,1073815,1,II,QG3397
1973085,2011694,2,II,QG3397
2434947,2437513,2,II,QG3397
4337269,4809176,2,II,QG3397
11665966,12849899,2,II,QG3397
1756196,1782253,2,II,QG3400
1973085,2011694,2,II,QG3400
11665966,12849899,2,II,QG3400
11684793,11688493,2,II,QG3403
11722729,11722739,2,II,QG3403
647281,675071,2,II,QG3404
1350042,1363662,2,II,QG3404
1453007,1472640,2,II,QG3404
1833597,4948917,2,II,QG3404
810864,1004584,2,II,QG3408
1940150,1951385,2,II,QG3408
3207457,3207487,1,II,QG3408
3207698,3207698,1,II,QG3408
11665966,12849899,2,II,QG3408
13192249,13232333,2,II,QG3408
1744221,1745967,2,II,QG3409
11910737,11951868,2,II,QG3409
1802589,1802589,2,II,QG3410
4267197,4336940,2,II,QG3410
10016329,10016456,2,II,QG3410
11665966,12850015,2,II,QG3410
2605741,2608976,2,II,QG3412
12644897,12660187,2,II,QG3412
793503,804672,2,II,QG3414
1132692,1132692,2,II,QG3414
9517139,9651272,1,II,QG3414
10796473,10797058,1,II,QG3414
11588481,11588837,1,II,QG3414
12943400,12943441,2,II,QG3414
1031108,1047933,2,II,QG3418
1119613,1119613,2,II,QG3418
4207439,4207496,2,II,QG3418
12080220,12082166,2,II,QG3418
12237587,12238100,2,II,QG3418
11526089,11526089,2,II,QG3421
13394906,13395079,2,II,QG3421
1030585,1037420,2,II,QG3427
1253215,1295556,2,II,QG3427
1363662,1438804,2,II,QG3427
11479055,11499019,2,II,QG3427
12190739,12222036,2,II,QG3427
744405,744405,2,II,QG3432
1311995,1316014,2,II,QG3432
1829107,1829168,2,II,QG3432
11196963,11214942,2,II,QG3432
1782308,1782343,2,II,QG3434
13003585,13003832,2,II,QG3434
1491787,1504521,2,II,QG3437
2076687,2091070,2,II,QG3437
2205799,2205799,2,II,QG3437
617919,716416,2,II,QG3440
3991952,3991981,2,II,QG3440
12299150,12300665,2,II,QG3440
382926,382951,2,II,QG3457
1196576,1196609,2,II,QG3457
1365449,1365449,2,II,QG3457
13192249,13232333,2,II,QG3457
1100584,1107093,2,II,QG3458
1253215,1295556,2,II,QG3458
1889354,1932319,2,II,QG3458
13007235,13009608,2,II,QG3458
1363662,1438804,2,II,QG3459
2236404,2236429,2,II,QG3459
11422869,11423084,2,II,QG3459
12026101,12026153,2,II,QG3459
12126169,12127151,2,II,QG3459
12565431,12580626,2,II,QG3459
1363662,1438804,2,II,QG3460
1505634,1554556,2,II,QG3460
1690608,1734651,2,II,QG3460
4245398,4252643,2,II,QG3460
9339962,9391533,2,II,QG3460
12644897,12660187,2,II,QG3460
415338,415419,2,II,QG3463
1350042,1363662,2,II,QG3463
12307415,12308517,2,II,QG3463
13192249,13232333,2,II,QG3463
897878,994130,2,II,QG3464
1253215,1295556,2,II,QG3464
12565431,12594121,2,II,QG3464
1174318,1230171,2,II,QG3465
2421209,2421292,2,II,QG3465
1210646,1267476,2,II,QG3467
11383847,11395662,2,II,QG3467
1031145,1037125,2,II,QG3468
1253562,1295556,2,II,QG3468
11368877,11415758,2,II,QG3468
12100411,12100411,2,II,QG3468
12266506,12284254,2,II,QG3468
13232347,13234133,2,II,QG3468
13511953,13512039,2,II,QG3468
921046,921222,2,II,QG3469
1505634,1570451,2,II,QG3469
3491454,3491454,2,II,QG3469
12644897,12645808,2,II,QG3469
1486214,1554556,2,II,QG3470
11964752,11968098,2,II,QG3470
1151488,1153241,2,II,QG3472
1833597,4948917,2,II,QG3472
12709048,12709048,2,II,QG3472
1174318,1230171,2,II,QG3473
1833597,4948917,2,II,QG3473
11139796,11140128,2,II,QG3473
11188534,11189368,2,II,QG3473
11760803,11769253,2,II,QG3473
12076726,12080185,2,II,QG3473
12362575,12368699,2,II,QG3473
12487807,12487916,2,II,QG3473
897878,994130,2,II,QG3474
1833597,4948917,2,II,QG3474
1210646,1267476,2,II,QG3477
11588901,11588901,2,II,QG3477
12010392,12010671,2,II,QG3477
12889782,12890429,2,II,QG3477
810864,1004584,2,II,QG3479
3474779,3475211,2,II,QG3479
13153806,13190280,2,II,QG3479
10185148,10190491,2,II,QG3480
1458567,1458585,2,II,QG3481
1893250,1895338,2,II,QG3481
3816135,3886754,2,II,QG3481
8682669,8682669,2,II,QG3481
13293677,13312423,2,II,QG3481
1486214,1570451,2,II,QG3483
1973085,2011694,2,II,QG3483
11665966,12849899,2,II,QG3483
13153806,13190280,2,II,QG3483
1833597,4948917,2,II,QG3485
12291461,12295941,2,II,QG3485
1870466,1870466,2,II,QG3488
11731554,11731554,2,II,QG3488
1485080,1485262,2,II,QG3489
4949252,10161390,2,II,QG3489
12244326,12258280,2,II,QG3489
13082186,13082685,2,II,QG3489
4526683,4536201,2,II,QG3491
11343879,11344330,2,II,QG3491
11618060,11719604,2,II,QG3491
1253215,1295556,2,II,QG3492
1571352,1605006,2,II,QG3492
3891069,3891105,2,II,QG3492
12412626,12413164,2,II,QG3492
1458506,1458506,2,II,QG3493
1645464,1651941,2,II,QG3493
3416697,3447057,2,II,QG3494
1799720,1802377,2,II,QG3495
9840242,9840242,2,II,QG3495
12831874,12831874,2,II,QG3495
13070209,13070466,2,II,QG3495
798279,804780,2,II,QG3499
1031146,1031419,2,II,QG3499
11454236,11454236,2,II,QG3499
12458926,12458959,2,II,QG3499
751416,753689,2,II,QG3500
1098678,1099249,2,II,QG3500
1425465,1425465,2,II,QG3500
2099339,2099427,2,II,QG3500
2210306,2224458,1,II,QG3500
10806768,10860570,1,II,QG3500
11228805,11234729,1,II,QG3500
11618060,11719604,1,II,QG3500
12093422,12108604,1,II,QG3500
12461825,12462337,2,II,QG3500
1455923,1455957,2,II,QG3502
1833597,4948917,2,II,QG3502
11814753,11910668,2,II,QG3502
1643616,1645192,2,II,QG3506
3786148,3815944,2,II,QG3506
11112116,11174372,2,II,QG3506
12682489,12688564,2,II,QG3506
819344,819369,2,II,QG3507
1090202,1090202,2,II,QG3507
1589564,1595421,2,II,QG3507
2278048,2278074,2,II,QG3507
12121534,12121534,2,II,QG3507
12362575,12368699,2,II,QG3507
12520962,12521226,2,II,QG3507
12604402,12707223,2,II,QG3507
13153806,13232347,2,II,QG3507
827399,827474,2,II,QG3508
984168,984168,2,II,QG3508
2326527,2399540,2,II,QG3508
11484394,11484394,2,II,QG3508
12486171,12486203,2,II,QG3508
810864,1004584,2,II,QG3509
1065859,1066195,2,II,QG3509
11665966,12849899,2,II,QG3509
13250601,13254107,2,II,QG3509
3816135,3886754,2,II,QG3510
786217,804521,2,II,QG3511
12278197,12283559,2,II,QG3511
12393573,12394041,2,II,QG3511
9415140,9559938,2,III,QG3086
9686465,9686506,2,III,QG3086
10943794,10943794,2,III,QG3086
11463158,11463158,2,III,QG3086
11544202,11572011,2,III,QG3086
11803562,11806028,2,III,QG3086
11841294,11844365,2,III,QG3086
11906689,11908235,2,III,QG3086
1201530,1201543,2,III,QG3087
1642552,1651025,2,III,QG3087
9987886,10000729,2,III,QG3087
10688891,10702336,2,III,QG3087
11594618,11594618,2,III,QG3087
11741973,11806028,2,III,QG3087
382007,4519691,2,III,QG3089
8555606,8818844,2,III,QG3089
9217667,9217667,2,III,QG3089
9439245,9448931,2,III,QG3089
10675301,10919843,2,III,QG3089
11544202,11572571,2,III,QG3089
1540863,1540863,2,III,QG3090
1570515,1582220,2,III,QG3090
10265154,10265740,2,III,QG3090
1237307,2044911,2,III,QG3091
10943794,10943794,2,III,QG3091
1237307,2044911,1,III,QG3092
9987886,10000729,2,III,QG3092
10963916,10963916,2,III,QG3092
11741973,11806028,2,III,QG3092
11803562,11817813,2,III,QG3092
382007,10145373,2,III,QG3093
10088777,10157662,2,III,QG3093
11074416,11087320,2,III,QG3093
11708404,11722511,2,III,QG3093
1237420,2044880,2,III,QG3094
10943794,10943794,2,III,QG3094
11544202,11572011,2,III,QG3094
547291,547337,2,III,QG3095
3370723,3371464,2,III,QG3095
10088992,10157662,2,III,QG3095
10943794,10943794,2,III,QG3095
10993759,11047112,2,III,QG3095
11067848,11070341,2,III,QG3095
11173351,11215998,2,III,QG3095
2038817,2044911,2,III,QG3096
9693298,9700459,2,III,QG3096
9922583,9941399,2,III,QG3096
11708404,11722112,2,III,QG3096
11788589,11789214,2,III,QG3096
831924,873340,2,III,QG3097
9869494,10474851,2,III,QG3097
11634113,11634382,2,III,QG3097
381816,4519691,2,III,QG3100
9987824,10000729,2,III,QG3100
166123,166136,2,III,QG3101
9948074,10000729,2,III,QG3101
1640427,1640451,2,III,QG3102
10675301,10919843,2,III,QG3102
11034775,11038327,2,III,QG3102
11944141,11944577,2,III,QG3102
8870317,8886780,2,III,QG3103
10157989,10254371,2,III,QG3103
10542001,10973375,2,III,QG3103
11908551,11915076,2,III,QG3103
790469,790469,1,III,QG3104
794188,794188,1,III,QG3104
4519757,10145382,2,III,QG3104
10629232,10633619,2,III,QG3104
11462968,11528637,2,III,QG3104
11803562,11817813,2,III,QG3104
9922583,9941037,2,III,QG3105
11034775,11038887,2,III,QG3105
11302647,11348072,2,III,QG3105
8819398,8871125,2,III,QG3106
11265853,11266260,1,III,QG3106
11517778,11539151,1,III,QG3106
11740150,11805931,2,III,QG3106
9922583,9941087,2,III,QG3107
10688891,10702336,2,III,QG3107
381816,10145247,2,III,QG3109
11741451,11805940,2,III,QG3109
1239312,2044490,2,III,QG3110
9922430,9941069,2,III,QG3110
10088777,10145382,2,III,QG3110
10574168,10603261,2,III,QG3110
11707585,11708405,2,III,QG3110
9911629,10466319,2,III,QG3111
10542001,10973375,2,III,QG3111
11292203,11292486,2,III,QG3111
11462968,11528642,2,III,QG3111
11740135,11805898,2,III,QG3111
851918,878232,2,III,QG3112
1587527,1587668,2,III,QG3112
12047930,12056614,2,III,QG3112
4519757,10145382,2,III,QG3113
10675301,10919843,2,III,QG3114
1617210,1617325,2,III,QG3115
10542681,10962080,2,III,QG3115
442575,456404,2,III,QG3116
9176385,9182869,2,III,QG3116
9597203,9597206,2,III,QG3116
9948074,9948074,2,III,QG3116
10993759,11047112,2,III,QG3116
11708404,11749475,2,III,QG3116
1237307,2044911,2,III,QG3117
4519757,10145382,2,III,QG3117
10878813,10890607,2,III,QG3117
1865122,1866264,2,III,QG3118
9928326,9947062,2,III,QG3118
852553,880434,2,III,QG3119
10920653,10947430,2,III,QG3119
1562552,1566519,2,III,QG3120
2085071,2092571,2,III,QG3120
8713328,8869502,2,III,QG3120
9911629,10145382,2,III,QG3120
10541766,10973375,2,III,QG3120
11759821,11760122,2,III,QG3120
382007,4519691,2,III,QG3121
9869494,10145382,2,III,QG3121
11264007,11281515,2,III,QG3121
11741973,11749475,2,III,QG3121
1685226,1685429,2,III,QG3122
2720022,2747832,2,III,QG3122
11123231,11123362,2,III,QG3122
1557696,1557804,2,III,QG3123
2019303,2030992,2,III,QG3123
9869494,10474849,2,III,QG3123
11432475,11458898,2,III,QG3123
1237307,2044911,2,III,QG3124
2146169,2184164,2,III,QG3124
8483335,8818844,2,III,QG3124
9415140,9559938,2,III,QG3124
10895223,10895515,2,III,QG3124
11741973,11806028,2,III,QG3124
1526862,1526862,2,III,QG3125
10319435,10319435,2,III,QG3125
10963916,10963916,2,III,QG3125
11173351,11186115,2,III,QG3125
381694,4519691,2,III,QG3126
11100282,11100375,2,III,QG3126
11768172,11773307,2,III,QG3126
382007,4519691,2,III,QG3127
9188753,9214045,2,III,QG3127
10088992,10145382,2,III,QG3127
10688891,10702336,2,III,QG3127
11908551,11915076,2,III,QG3127
10675301,10919843,2,III,QG3128
9313447,9331130,2,III,QG3129
9948074,9948074,2,III,QG3129
10736506,10736506,2,III,QG3129
11450759,11462881,2,III,QG3129
1669602,1669602,2,III,QG3130
1837551,1837581,2,III,QG3130
10638205,10669852,2,III,QG3130
1738054,1738054,2,III,QG3132
8587204,8614264,2,III,QG3132
10157927,10254446,1,III,QG3132
382007,4519691,2,III,QG3134
9188753,9214045,2,III,QG3134
10675301,10919843,2,III,QG3134
10993759,11047112,2,III,QG3134
11137536,11137536,2,III,QG3134
11741973,11806028,2,III,QG3134
996127,996129,2,III,QG3135
10474819,10474851,2,III,QG3135
10504938,10520536,2,III,QG3135
10541766,10550730,2,III,QG3135
10957682,11028762,2,III,QG3135
11189554,11189596,2,III,QG3135
11572603,11573131,2,III,QG3135
9987886,10000729,2,III,QG3136
10541766,10973375,2,III,QG3136
11807196,11807196,2,III,QG3136
10675301,10919843,2,III,QG3137
10993759,11047112,2,III,QG3137
11411178,11427240,2,III,QG3137
9869494,10145382,2,III,QG3138
11944141,11945594,2,III,QG3138
1237307,2044911,2,III,QG3139
11637653,11658587,2,III,QG3139
382007,4519691,2,III,QG3141
7914624,8886780,2,III,QG3141
8870600,8955595,2,III,QG3141
9439245,9448931,2,III,QG3141
10541766,10973375,2,III,QG3141
11016560,11016564,2,III,QG3141
4519757,10145382,2,III,QG3142
11158249,11158249,2,III,QG3142
11212448,11213004,2,III,QG3142
10574168,10622402,2,III,QG3143
11045676,11045685,2,III,QG3143
11576864,11624198,2,III,QG3143
11789214,11930804,2,III,QG3143
818689,897123,2,III,QG3144
1237307,1270300,2,III,QG3144
1987821,1987838,2,III,QG3144
3488723,3590889,2,III,QG3144
4519757,10145382,2,III,QG3144
10948242,10955269,2,III,QG3144
382007,4519691,2,III,QG3145
8862967,8862967,2,III,QG3145
9222997,9238293,1,III,QG3145
9737534,9806435,1,III,QG3145
9892058,9892232,1,III,QG3145
9987886,10000729,1,III,QG3145
10096033,10150516,1,III,QG3145
10196973,10234027,1,III,QG3145
10570199,10570199,2,III,QG3145
972170,972240,2,III,QG3146
1746587,1746587,2,III,QG3146
10220971,10220971,2,III,QG3146
11173351,11215998,2,III,QG3146
11219151,11219628,2,III,QG3146
11655098,11655605,2,III,QG3146
11677295,11679654,2,III,QG3146
11696693,11697157,2,III,QG3146
12056659,12091252,2,III,QG3146
10629259,10783299,2,III,QG3147
11705664,11705680,2,III,QG3147
279385,279385,2,III,QG3148
1451851,1485308,2,III,QG3148
11440837,11484214,2,III,QG3148
11236650,11252062,2,III,QG3149
12218549,12229441,2,III,QG3149
9238433,9287297,2,III,QG3150
9442469,9631320,2,III,QG3150
10813037,10813064,2,III,QG3150
1863866,1863950,2,III,QG3151
1913651,1913651,2,III,QG3151
9344299,9358606,2,III,QG3151
9448940,9448940,2,III,QG3151
382007,500640,2,III,QG3152
1444926,1449306,2,III,QG3152
9368917,9414870,2,III,QG3152
1724838,1730450,2,III,QG3153
7637122,7637122,2,III,QG3153
10466304,10474851,2,III,QG3153
10504938,10520536,2,III,QG3153
10541766,10550730,2,III,QG3153
11018194,11018194,2,III,QG3153
11173351,11215998,2,III,QG3153
11933528,11938903,2,III,QG3153
382007,4519691,2,III,QG3154
10256706,10256742,2,III,QG3154
10878813,10973375,2,III,QG3154
11092267,11191541,2,III,QG3154
11727429,11727429,2,III,QG3154
11809183,11826199,2,III,QG3154
4736162,4736171,2,III,QG3155
8818934,8871226,2,III,QG3155
10878813,10973375,2,III,QG3155
11091270,11121451,2,III,QG3155
732826,768117,2,III,QG3156
1588158,1592729,2,III,QG3156
2095208,2128160,2,III,QG3156
11749475,11749475,2,III,QG3156
8591471,8619497,2,III,QG3157
9245531,9312828,2,III,QG3157
9442469,9631320,2,III,QG3157
10820558,10820558,2,III,QG3157
11789214,11930804,2,III,QG3157
932729,932729,2,III,QG3158
1859114,1859299,2,III,QG3158
10084078,10084408,2,III,QG3158
10319435,10320135,2,III,QG3158
11402854,11413425,2,III,QG3158
1045026,1045119,2,III,QG3159
1933698,1940392,2,III,QG3159
382007,4519691,2,III,QG3160
9813786,9813935,2,III,QG3160
9987785,9987824,2,III,QG3160
3396470,6780955,1,III,QG3161
4519757,10145382,2,III,QG3161
10920653,10947430,2,III,QG3161
4519757,10145382,2,III,QG3162
11080321,11080321,2,III,QG3162
1735772,1736371,2,III,QG3163
1893700,1893731,2,III,QG3163
11775434,11776856,2,III,QG3163
7485179,7519880,1,III,QG3164
9987886,10064190,1,III,QG3164
10541766,10543061,1,III,QG3164
959209,959209,2,III,QG3166
1084550,1086394,2,III,QG3166
1793277,1794064,2,III,QG3166
9987785,10000729,2,III,QG3166
10325731,10325731,2,III,QG3166
11074416,11087320,2,III,QG3166
11646038,11652296,1,III,QG3166
11707011,11707187,1,III,QG3166
1885199,1890018,2,III,QG3167
9176385,9182869,2,III,QG3167
9325405,9325449,2,III,QG3167
382007,4519691,2,III,QG3168
9442469,9631320,2,III,QG3168
10895515,10895515,2,III,QG3168
9442469,9631320,2,III,QG3169
818689,897123,2,III,QG3170
1237307,1270300,2,III,QG3170
1447297,1447297,2,III,QG3170
1854991,1855014,2,III,QG3170
9948074,9948074,2,III,QG3170
10606196,10608705,2,III,QG3170
1403864,1403864,2,III,QG3171
9004994,9005192,2,III,QG3171
10993759,11000574,2,III,QG3171
12076215,12076215,2,III,QG3171
1642552,1685429,2,III,QG3172
9412490,9412490,2,III,QG3172
11576864,11624198,2,III,QG3172
1005434,1036597,2,III,QG3173
9987886,10000729,2,III,QG3173
11087232,11092019,2,III,QG3173
4807635,4808867,2,III,QG3174
10466304,10474851,2,III,QG3174
10491241,10491330,2,III,QG3174
10541766,10550730,2,III,QG3174
10574168,10622402,2,III,QG3174
1749624,1776731,2,III,QG3175
4519757,10145382,2,III,QG3175
11517778,11528642,2,III,QG3175
1588158,1592729,2,III,QG3176
11092267,11121451,2,III,QG3176
11713876,11718888,2,III,QG3176
10878813,10973375,2,III,QG3177
11539151,11658587,2,III,QG3177
382007,4519691,2,III,QG3178
6294431,6294431,2,III,QG3178
10950777,10950777,2,III,QG3178
10993759,11000574,2,III,QG3178
382007,4519691,2,III,QG3179
4519757,10145382,2,III,QG3179
10574168,10622402,2,III,QG3179
11576864,11624198,2,III,QG3179
12047930,12056659,2,III,QG3179
1339306,1339306,2,III,QG3180
2017457,2017457,2,III,QG3180
11567645,11567660,2,III,QG3180
1145563,1160415,2,III,QG3181
9850220,9850304,2,III,QG3181
10920653,10947430,2,III,QG3181
11708404,11722112,2,III,QG3181
1698484,1702207,2,III,QG3182
12070061,12091252,2,III,QG3182
1237307,1270300,2,III,QG3183
1486187,1486187,2,III,QG3183
1767659,1767659,2,III,QG3183
9368917,9414870,2,III,QG3183
11173351,11215998,2,III,QG3183
1356147,1356836,2,III,QG3185
10735240,10766332,2,III,QG3185
10878813,10973375,2,III,QG3185
11299794,11359691,2,III,QG3185
11655098,11655605,2,III,QG3185
11687303,11687413,2,III,QG3185
11696693,11697157,2,III,QG3185
11173351,11186115,2,III,QG3186
11197417,11215998,2,III,QG3186
4519757,10145382,2,III,QG3187
10629259,10783299,2,III,QG3187
10957682,10973375,2,III,QG3187
11817867,11906788,2,III,QG3187
2748104,2798087,2,III,QG3188
9137398,9142531,2,III,QG3188
11431274,11439526,2,III,QG3188
11789214,11930804,2,III,QG3188
9987785,9987824,2,III,QG3192
11299794,11359691,2,III,QG3192
382007,4519691,2,III,QG3193
10076197,10076247,2,III,QG3193
10534549,10604307,2,III,QG3193
11173351,11191541,2,III,QG3193
1270477,1380477,2,III,QG3194
11539151,11658587,2,III,QG3194
10157927,10202177,2,III,QG3196
10895223,10895515,2,III,QG3196
817112,817115,2,III,QG3197
8637464,8637482,2,III,QG3197
9245531,9287297,2,III,QG3197
11197417,11220699,2,III,QG3197
9987886,10000729,2,III,QG3198
10920073,10921294,2,III,QG3198
11661264,11662263,2,III,QG3198
253657,254015,2,III,QG3199
2601791,2601791,2,III,QG3199
9222997,9238293,2,III,QG3199
9946342,9947529,2,III,QG3199
